pmid	filename	label	offset1	offset2	span
25005318	pmid-25005318.ann	Disease	261	279	de delecion cromos
25005318	pmid-25005318.ann	Disease	443	447	SCDC
25005318	pmid-25005318.ann	Disease	477	499	ataxia espinocerebelar
25005318	pmid-25005318.ann	Disease	529	546	trastorno bipolar
25005318	pmid-25005318.ann	Disease	549	555	ataxia
25005318	pmid-25005318.ann	Disease	723	742	inteligencia limite
25005318	pmid-25005318.ann	Disease	773	779	faquec
25005318	pmid-25005318.ann	Disease	862	872	hipoacusia
25005318	pmid-25005318.ann	Disease	874	880	ataxia
25005318	pmid-25005318.ann	Disease	882	891	disartria
25005318	pmid-25005318.ann	Disease	893	901	disfagia
25005318	pmid-25005318.ann	Disease	903	909	depres
25005318	pmid-25005318.ann	Disease	914	933	deterioro cognitivo
25005318	pmid-25005318.ann	Disease	936	953	trastorno bipolar
25005318	pmid-25005318.ann	Disease	984	996	microcefalia
25005318	pmid-25005318.ann	Disease	998	1006	microgna
25005318	pmid-25005318.ann	Disease	1011	1019	pies equ
25005318	pmid-25005318.ann	Disease	1026	1032	ataxia
25005318	pmid-25005318.ann	DNAMutation	1222	1226	5,15
25005318	pmid-25005318.ann	OtherMutation	1267	1271	dele
25005318	pmid-25005318.ann	OtherMutation	1276	1297	de 2,91 Mb en 5p15.33
25005318	pmid-25005318.ann	OtherMutation	1321	1327	p15.33
25005318	pmid-25005318.ann	Gene	1392	1396	TERT
25005318	pmid-25005318.ann	Disease	1470	1474	SCDC
25030070	pmid-25030070.ann	Gene	47	52	PMP22
25030070	pmid-25030070.ann	Disease	70	91	neuropatía periférica
25030070	pmid-25030070.ann	Disease	155	188	enfermedad de Charcot-Marie-Tooth
25030070	pmid-25030070.ann	Disease	190	193	CMT
25030070	pmid-25030070.ann	Disease	202	212	neuropatia
25030070	pmid-25030070.ann	Disease	228	256	nervios motores y sensitivos
25030070	pmid-25030070.ann	Disease	263	268	CMT1A
25030070	pmid-25030070.ann	Disease	313	318	CMT1A
25030070	pmid-25030070.ann	OtherMutation	338	344	duplic
25030070	pmid-25030070.ann	OtherMutation	350	359	de 1,5 Mb
25030070	pmid-25030070.ann	Gene	410	411	P
25030070	pmid-25030070.ann	Gene	411	415	MP22
25030070	pmid-25030070.ann	Disease	440	445	CMT1A
25030070	pmid-25030070.ann	Gene	625	630	PMP22
25030070	pmid-25030070.ann	Disease	730	733	CMT
25030070	pmid-25030070.ann	Disease	838	841	CMT
25030070	pmid-25030070.ann	Gene	904	909	PMP22
25030070	pmid-25030070.ann	Gene	1089	1094	PMP22
25030070	pmid-25030070.ann	Gene	1264	1265	P
25030070	pmid-25030070.ann	Gene	1265	1269	MP22
25030070	pmid-25030070.ann	Disease	1594	1599	CMT1A
25030070	pmid-25030070.ann	Disease	1773	1776	CMT
25030070	pmid-25030070.ann	Gene	1818	1823	PMP22
25252662	pmid-25252662.ann	Disease	59	107	trastorno por déficit de atención/hiperactividad
25252662	pmid-25252662.ann	Disease	230	278	trastorno por deficit de atencion/hiperactividad
25252662	pmid-25252662.ann	Disease	280	284	TDAH
25252662	pmid-25252662.ann	Gene	291	296	neuro
25252662	pmid-25252662.ann	Gene	735	740	neuro
25252662	pmid-25252662.ann	Disease	755	759	TDAH
25252662	pmid-25252662.ann	Disease	764	793	trastorno del neurodesarrollo
25252662	pmid-25252662.ann	Gene	1016	1021	neuro
25252662	pmid-25252662.ann	Disease	1147	1151	TDAH
25252662	pmid-25252662.ann	Gene	1193	1232	factor neurotrofico derivado de cerebro
25252662	pmid-25252662.ann	Gene	1234	1238	BDNF
25252662	pmid-25252662.ann	Disease	1335	1339	TDAH
25252662	pmid-25252662.ann	Gene	1392	1394	BD
25252662	pmid-25252662.ann	Gene	1458	1460	BD
25252662	pmid-25252662.ann	Disease	1488	1492	TDAH
25252662	pmid-25252662.ann	Gene	1619	1624	neuro
25252662	pmid-25252662.ann	Disease	1764	1768	TDAH
25418145	pmid-25418145.ann	Disease	57	85	enfermedad de Pompe infantil
25418145	pmid-25418145.ann	Disease	200	219	enfermedad de Pompe
25418145	pmid-25418145.ann	Disease	222	242	glucogenosis tipo II
25418145	pmid-25418145.ann	Disease	249	277	error innato del metabolismo
25418145	pmid-25418145.ann	Disease	327	337	deficit de
25418145	pmid-25418145.ann	Gene	338	380	la enzima lisosomal alfa-glucosidasa acida
25418145	pmid-25418145.ann	Gene	382	385	GAA
25418145	pmid-25418145.ann	Disease	603	614	bradicardia
25418145	pmid-25418145.ann	Disease	712	737	hipertrofia biventricular
25418145	pmid-25418145.ann	Disease	797	810	retraso motor
25418145	pmid-25418145.ann	Disease	813	822	hipotonia
25418145	pmid-25418145.ann	Disease	827	837	arreflexia
25418145	pmid-25418145.ann	Disease	1024	1044	afectacion miopatica
25418145	pmid-25418145.ann	Disease	1073	1116	miopatia vacuolar con deposito de glucogeno
25418145	pmid-25418145.ann	Gene	1147	1150	GAA
25418145	pmid-25418145.ann	Gene	1200	1203	GAA
25418145	pmid-25418145.ann	Disease	1278	1297	enfermedad de Pompe
25418145	pmid-25418145.ann	Disease	1429	1456	miocardiopatia hipertrofica
25418145	pmid-25418145.ann	Disease	1614	1628	Motor Function
25418145	pmid-25418145.ann	Gene	1654	1655	G
25418145	pmid-25418145.ann	Disease	1854	1881	miocardiopatia hipertrofica
25617558	pmid-25617558.ann	Gene	58	64	CAPN10
25617558	pmid-25617558.ann	Disease	86	110	diabetes mellitus tipo 2
25617558	pmid-25617558.ann	Disease	182	199	diabetes mellitus
25617558	pmid-25617558.ann	Disease	201	211	DM) tipo 2
25617558	pmid-25617558.ann	Gene	395	401	CAPN10
25617558	pmid-25617558.ann	Disease	600	609	DM tipo 2
25617558	pmid-25617558.ann	Disease	690	707	diabéticos tipo 2
25617558	pmid-25617558.ann	Disease	773	782	DM tipo 2
25617558	pmid-25617558.ann	Gene	1099	1105	CAPN10
25617558	pmid-25617558.ann	Gene	1782	1788	CAPN10
25617558	pmid-25617558.ann	Disease	1809	1818	DM tipo 2
25710691	pmid-25710691.ann	Gene	35	40	NRXN1
25710691	pmid-25710691.ann	OtherMutation	177	206	deleciones de los exones alfa
25710691	pmid-25710691.ann	Gene	215	220	NRXN1
25710691	pmid-25710691.ann	Gene	311	316	NRXN1
25710691	pmid-25710691.ann	Disease	376	395	retraso mental leve
25710691	pmid-25710691.ann	Disease	406	434	trastornos de comportamiento
25710691	pmid-25710691.ann	Disease	445	458	rasgos dismor
25710691	pmid-25710691.ann	Disease	466	480	malformaciones
25710691	pmid-25710691.ann	OtherMutation	529	558	deleciones de los exones alfa
25710691	pmid-25710691.ann	Gene	567	572	NRXN1
25710691	pmid-25710691.ann	OtherMutation	636	665	deleciones de los exones beta
25710691	pmid-25710691.ann	Disease	671	683	macrocefalia
25710691	pmid-25710691.ann	Disease	685	694	epilepsia
25710691	pmid-25710691.ann	Disease	697	711	retraso mental
25912702	pmid-25912702.ann	Disease	11	14	Mal
25912702	pmid-25912702.ann	Disease	14	40	formacion de Arnold-Chiari
25912702	pmid-25912702.ann	Disease	47	65	sindrome de Noonan
25912702	pmid-25912702.ann	Disease	74	77	sin
25912702	pmid-25912702.ann	Disease	132	150	sindrome de Noonan
25912702	pmid-25912702.ann	Disease	152	154	SN
25912702	pmid-25912702.ann	Disease	201	208	LEOPARD
25912702	pmid-25912702.ann	Disease	210	228	cardiofaciocutaneo
25912702	pmid-25912702.ann	Disease	230	238	Costello
25912702	pmid-25912702.ann	Disease	241	247	Legius
25912702	pmid-25912702.ann	Disease	497	500	mal
25912702	pmid-25912702.ann	Disease	500	526	formacion de Arnold-Chiari
25912702	pmid-25912702.ann	Disease	528	529	M
25912702	pmid-25912702.ann	Disease	529	531	AC
25912702	pmid-25912702.ann	Disease	573	575	SN
25912702	pmid-25912702.ann	Disease	612	615	MAC
25912702	pmid-25912702.ann	Disease	664	666	SN
25912702	pmid-25912702.ann	Disease	694	696	SN
25912702	pmid-25912702.ann	Disease	699	702	MAC
25912702	pmid-25912702.ann	Disease	763	767	onan
25912702	pmid-25912702.ann	Disease	801	828	estenosis valvular pulmonar
25912702	pmid-25912702.ann	Disease	854	857	MAC
25912702	pmid-25912702.ann	DNAMutation	928	936	c.922A>G
25912702	pmid-25912702.ann	Gene	955	959	PTPN
25912702	pmid-25912702.ann	Disease	1033	1039	Noonan
25912702	pmid-25912702.ann	Disease	1042	1045	MAC
25912702	pmid-25912702.ann	DNAMutation	1132	1140	c.923A>G
25912702	pmid-25912702.ann	Gene	1159	1165	PTPN11
25912702	pmid-25912702.ann	Disease	1290	1297	LEOPARD
25912702	pmid-25912702.ann	Disease	1379	1382	MAC
25912702	pmid-25912702.ann	Disease	1426	1428	SN
25952600	pmid-25952600.ann	OtherMutation	16	30	deleción 12p12
25952600	pmid-25952600.ann	Gene	50	51	S
25952600	pmid-25952600.ann	Gene	51	54	OX5
25952600	pmid-25952600.ann	Disease	78	108	alteracion del neurodesarrollo
25952600	pmid-25952600.ann	Gene	142	143	S
25952600	pmid-25952600.ann	Gene	143	146	OX5
25952600	pmid-25952600.ann	Disease	300	324	discapacidad intelectual
25952600	pmid-25952600.ann	Disease	326	347	alteracion conductual
25952600	pmid-25952600.ann	Disease	350	372	malformaciones menores
25952600	pmid-25952600.ann	Disease	400	432	alteracion en el neurodesarrollo
25952600	pmid-25952600.ann	OtherMutation	442	456	delecion 12p12
25952600	pmid-25952600.ann	Gene	476	477	S
25952600	pmid-25952600.ann	Gene	477	480	OX5
25952600	pmid-25952600.ann	Gene	564	565	S
25952600	pmid-25952600.ann	Gene	565	568	OX5
26774256	pmid-26774256.ann	Disease	49	106	infecciones del tracto urinario de inicio en la comunidad
26774256	pmid-26774256.ann	Gene	147	186	de betalactamasas de espectro extendido
26774256	pmid-26774256.ann	Disease	229	260	infecciones del tracto urinario
26774256	pmid-26774256.ann	Disease	262	265	ITU
26774256	pmid-26774256.ann	Disease	500	529	ITU de inicio en la comunidad
26774256	pmid-26774256.ann	Disease	531	537	ITU-IC
26774256	pmid-26774256.ann	Gene	586	625	de betalactamasas de espectro extendido
26774256	pmid-26774256.ann	Gene	630	631	E
26774256	pmid-26774256.ann	Disease	896	902	ITU-IC
26774256	pmid-26774256.ann	Disease	968	975	E. coli
26774256	pmid-26774256.ann	Gene	1540	1545	-M-15
26774256	pmid-26774256.ann	Disease	1672	1686	ITU complicada
26774256	pmid-26774256.ann	Gene	1833	1841	CTX-M-15
26774256	pmid-26774256.ann	Gene	2070	2075	CTX-M
26860721	pmid-26860721.ann	Disease	41	70	síndrome de Aicardi-Goutières
26860721	pmid-26860721.ann	Gene	104	112	RNASEH2B
26860721	pmid-26860721.ann	Disease	176	205	sindrome de Aicardi-Goutieres
26860721	pmid-26860721.ann	Disease	212	233	trastorno inmunitario
26860721	pmid-26860721.ann	Gene	307	311	TREX
26860721	pmid-26860721.ann	Gene	326	328	ri
26860721	pmid-26860721.ann	Gene	335	341	asa H2
26860721	pmid-26860721.ann	Gene	343	349	SAMHD1
26860721	pmid-26860721.ann	Gene	351	355	ADAR
26860721	pmid-26860721.ann	Gene	358	363	IFIH1
26860721	pmid-26860721.ann	Gene	365	366	M
26860721	pmid-26860721.ann	Gene	368	369	5
26860721	pmid-26860721.ann	Gene	511	519	RNASEH2B
26860721	pmid-26860721.ann	Disease	909	927	retraso psicomotor
26860721	pmid-26860721.ann	Gene	1150	1158	RNASEH2B
26860721	pmid-26860721.ann	Disease	1397	1419	encefalopatia subaguda
26860721	pmid-26860721.ann	Disease	1458	1461	dis
26860721	pmid-26860721.ann	Disease	1461	1479	tonia/espasticidad
26916325	pmid-26916325.ann	Disease	11	65	Paraplejía espástica hereditaria ligada al cromosoma X
26916325	pmid-26916325.ann	Gene	89	94	L1CAM
26916325	pmid-26916325.ann	Disease	127	141	síndrome CRASH
26916325	pmid-26916325.ann	Disease	171	203	paraplejia espastica hereditaria
26916325	pmid-26916325.ann	Disease	205	208	PEH
26916325	pmid-26916325.ann	Disease	295	350	perdida progresiva de fuerza en los miembros inferiores
26916325	pmid-26916325.ann	Disease	355	367	espasticidad
26916325	pmid-26916325.ann	Gene	461	465	SPG1
26916325	pmid-26916325.ann	Disease	492	495	PEH
26916325	pmid-26916325.ann	Gene	558	561	gen
26916325	pmid-26916325.ann	Gene	565	567	la
26916325	pmid-26916325.ann	Gene	568	599	molecula de adhesion celular L1
26916325	pmid-26916325.ann	Gene	601	606	L1CAM
26916325	pmid-26916325.ann	Gene	612	616	SPG1
26916325	pmid-26916325.ann	Disease	638	652	sindrome CRASH
26916325	pmid-26916325.ann	Disease	654	680	corpus callosum hypoplasia
26916325	pmid-26916325.ann	Disease	682	694	retardation,
26916325	pmid-26916325.ann	Disease	695	711	adducted thumbs,
26916325	pmid-26916325.ann	Disease	712	740	spasticity and hydrocephalus
26916325	pmid-26916325.ann	Disease	833	857	discapacidad intelectual
26916325	pmid-26916325.ann	Disease	859	880	paraparesia espastica
26916325	pmid-26916325.ann	Disease	882	895	piramidalismo
26916325	pmid-26916325.ann	Disease	897	916	dismorfias faciales
26916325	pmid-26916325.ann	Disease	919	935	pulgares en aduc
26916325	pmid-26916325.ann	Disease	963	990	agenesia del cuerpo calloso
26916325	pmid-26916325.ann	Disease	993	1010	ventriculomegalia
26916325	pmid-26916325.ann	Gene	1161	1166	L1CAM
26916325	pmid-26916325.ann	Disease	1262	1276	sindrome CRASH
26916325	pmid-26916325.ann	DNAMutation	1290	1297	c.516G>
26916325	pmid-26916325.ann	Gene	1320	1325	L1CAM
26916325	pmid-26916325.ann	Disease	1469	1490	paraparesia espastica
26916325	pmid-26916325.ann	Disease	1492	1516	discapacidad intelectual
26916325	pmid-26916325.ann	Disease	1519	1535	pulgares aductos
27149188	pmid-27149188.ann	Disease	11	12	G
27149188	pmid-27149188.ann	Disease	12	32	anglioglioma atipico
27149188	pmid-27149188.ann	Gene	49	59	BRAF V600E
27149188	pmid-27149188.ann	Disease	134	148	gangliogliomas
27149188	pmid-27149188.ann	Disease	153	160	tumores
27149188	pmid-27149188.ann	Disease	271	289	crisis epilepticas
27149188	pmid-27149188.ann	Disease	657	671	gangliogliomas
27149188	pmid-27149188.ann	Disease	806	820	gangliogliomas
27149188	pmid-27149188.ann	Gene	839	849	BRAF V600E
27149188	pmid-27149188.ann	Disease	1066	1079	ganglioglioma
27149188	pmid-27149188.ann	Gene	1257	1261	BRAF
27149188	pmid-27149188.ann	Disease	1405	1419	gangliogliomas
27149188	pmid-27149188.ann	Disease	1547	1565	gangliogliomas ati
27399022	pmid-27399022.ann	Disease	11	37	Síndrome de Langer-Giedion
27399022	pmid-27399022.ann	OtherMutation	42	64	deleción 8q23.1-q24.12
27399022	pmid-27399022.ann	Disease	132	158	síndrome de Langer-Giedion
27399022	pmid-27399022.ann	Disease	182	218	síndrome tricorrinofalángico tipo II
27399022	pmid-27399022.ann	Disease	227	264	enfermedad hereditaria multisistémica
27399022	pmid-27399022.ann	Disease	291	328	síndromes por deleción de genes conti
27399022	pmid-27399022.ann	Gene	481	486	TRPS1
27399022	pmid-27399022.ann	Gene	488	493	RAD21
27399022	pmid-27399022.ann	Gene	496	500	EXT1
27399022	pmid-27399022.ann	Disease	535	582	osteocondromatosis múltiple en las extremidades
27399022	pmid-27399022.ann	Disease	584	597	hipertricosis
27399022	pmid-27399022.ann	OtherMutation	792	839	deleción en la región cromosómica 8q23.1-q24.12
27658362	pmid-27658362.ann	Disease	11	14	Sin
27658362	pmid-27658362.ann	Disease	14	40	drome de Aicardi-Goutieres
27658362	pmid-27658362.ann	Gene	64	69	IFIH1
27658362	pmid-27658362.ann	Disease	74	78	afec
27658362	pmid-27658362.ann	Disease	85	92	pontina
27658362	pmid-27658362.ann	Disease	146	175	sindrome de Aicardi-Goutieres
27658362	pmid-27658362.ann	Disease	188	221	encefalopatia subaguda progresiva
27658362	pmid-27658362.ann	Disease	297	315	retraso psicomotor
27658362	pmid-27658362.ann	Disease	317	329	microcefalia
27658362	pmid-27658362.ann	Disease	331	375	alteraciones en la sustancia blanca cerebral
27658362	pmid-27658362.ann	Disease	377	407	calcificaciones intracraneales
27658362	pmid-27658362.ann	Gene	1103	1108	IFIH1
27658362	pmid-27658362.ann	Gene	1110	1153	interferon induced with helicase C domain 1
27658362	pmid-27658362.ann	Gene	1317	1322	IFIH1
27658362	pmid-27658362.ann	Disease	1511	1540	sindrome de Aicardi-Goutieres
27658362	pmid-27658362.ann	Gene	1657	1662	IFIH1
27658362	pmid-27658362.ann	Disease	1769	1793	encefalomalacia quistica
27658362	pmid-27658362.ann	Disease	1800	1813	protuberancia
27699752	pmid-27699752.ann	Gene	11	12	R
27699752	pmid-27699752.ann	Gene	12	15	IT1
27699752	pmid-27699752.ann	Disease	41	59	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	89	107	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	145	148	sin
27699752	pmid-27699752.ann	Disease	148	179	dromes malformativos congenitos
27699752	pmid-27699752.ann	Gene	236	239	RAS
27699752	pmid-27699752.ann	Gene	240	244	MAPK
27699752	pmid-27699752.ann	Disease	272	275	RAS
27699752	pmid-27699752.ann	Disease	318	351	alteraciones geneticas congenitas
27699752	pmid-27699752.ann	Gene	427	428	R
27699752	pmid-27699752.ann	Gene	428	431	IT1
27699752	pmid-27699752.ann	Disease	449	467	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	525	543	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	592	619	miocardiopatia hipertrofica
27699752	pmid-27699752.ann	Gene	692	693	R
27699752	pmid-27699752.ann	Gene	693	696	IT1
27699752	pmid-27699752.ann	DNAMutation	698	706	c.295T>C
27699752	pmid-27699752.ann	Gene	782	783	R
27699752	pmid-27699752.ann	Gene	783	786	IT1
27699752	pmid-27699752.ann	Disease	937	955	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	1058	1076	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	1222	1249	miocardiopatia hipertrofica
27699752	pmid-27699752.ann	Disease	1272	1282	talla baja
27699752	pmid-27699752.ann	Disease	1285	1304	deformidad toracica
27779301	pmid-27779301.ann	Disease	11	12	G
27779301	pmid-27779301.ann	Disease	12	15	lio
27779301	pmid-27779301.ann	Disease	15	59	blastoma multiforme congenito infratentorial
27779301	pmid-27779301.ann	Disease	64	69	tumor
27779301	pmid-27779301.ann	Disease	144	177	glioblastoma multiforme congenito
27779301	pmid-27779301.ann	Disease	207	254	tumores congenitos del sistema nervioso central
27779301	pmid-27779301.ann	Disease	338	371	glioblastoma multiforme congenito
27779301	pmid-27779301.ann	Gene	395	399	TP53
27779301	pmid-27779301.ann	Gene	430	433	p53
27779301	pmid-27779301.ann	Disease	718	751	glioblastoma multiforme congenito
27779301	pmid-27779301.ann	Disease	790	813	glioblastoma multiforme
27779301	pmid-27779301.ann	Gene	858	862	TP53
27779301	pmid-27779301.ann	Disease	970	993	glioblastoma multiforme
27795219	pmid-27795219.ann	Disease	11	29	Síndrome hiper-IgE
27795219	pmid-27795219.ann	Gene	69	75	STAT-3
27795219	pmid-27795219.ann	Gene	78	84	DOCK-8
27795219	pmid-27795219.ann	Disease	124	152	Inmunodeficiencias Primarias
27795219	pmid-27795219.ann	Disease	157	175	síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	239	267	Mendelian Inheritance in Man
27795219	pmid-27795219.ann	Disease	295	346	inmunodeficiencias combinadas asociadas a síndromes
27795219	pmid-27795219.ann	Disease	405	416	eosinofilia
27795219	pmid-27795219.ann	Disease	418	446	abscesos recurrentes en piel
27795219	pmid-27795219.ann	Disease	448	457	neumonías
27795219	pmid-27795219.ann	Disease	459	490	lesiones en parénquima pulmonar
27795219	pmid-27795219.ann	Disease	492	515	infecciones recurrentes
27795219	pmid-27795219.ann	Disease	517	547	erupciones en el recién nacido
27795219	pmid-27795219.ann	Disease	549	555	eccema
27795219	pmid-27795219.ann	Disease	557	566	sinusitis
27795219	pmid-27795219.ann	Disease	568	574	otitis
27795219	pmid-27795219.ann	Disease	577	601	candidiasis mucocutáneas
27795219	pmid-27795219.ann	Disease	606	624	síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	720	738	síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	807	828	facies característica
27795219	pmid-27795219.ann	Disease	830	850	dentición patológica
27795219	pmid-27795219.ann	Disease	852	862	escoliosis
27795219	pmid-27795219.ann	Disease	864	882	alteraciones óseas
27795219	pmid-27795219.ann	Disease	885	914	hiperextensibilidad articular
27795219	pmid-27795219.ann	Gene	992	1016	transductor de señales y
27795219	pmid-27795219.ann	Gene	1017	1048	activador de la transcripción 3
27795219	pmid-27795219.ann	Gene	1050	1056	STAT-3
27795219	pmid-27795219.ann	Gene	1093	1129	proteína dedicada a la citocinesis 8
27795219	pmid-27795219.ann	Gene	1131	1132	D
27795219	pmid-27795219.ann	Gene	1132	1137	OCK-8
27795219	pmid-27795219.ann	Disease	1212	1230	síndrome hiper-IgE
27819792	pmid-27819792.ann	Disease	42	62	hemoglobina D Punjab
27819792	pmid-27819792.ann	Disease	108	128	hemoglobina D Punjab
27819792	pmid-27819792.ann	Disease	182	195	hemoglobina D
27819792	pmid-27819792.ann	Disease	315	325	HbD Punjab
27819792	pmid-27819792.ann	Disease	421	424	HbS
27819792	pmid-27819792.ann	Disease	551	561	HbD Punjab
27819792	pmid-27819792.ann	Disease	631	653	hemoglobinas anormales
27819792	pmid-27819792.ann	Disease	701	711	HbD Punjab
27819792	pmid-27819792.ann	Gene	730	733	HFE
27819792	pmid-27819792.ann	Disease	760	779	síndrome de Gilbert
27819792	pmid-27819792.ann	Gene	816	819	HFE
27819792	pmid-27819792.ann	Disease	904	914	HbD Punjab
27819792	pmid-27819792.ann	Disease	916	919	HbS
27819792	pmid-27819792.ann	Disease	921	935	beta-talasemia
27819792	pmid-27819792.ann	Disease	937	940	HFE
27819792	pmid-27819792.ann	Disease	943	962	síndrome de Gilbert
27819792	pmid-27819792.ann	Disease	1046	1056	HbD Punjab
27819792	pmid-27819792.ann	Disease	1280	1283	HbS
27855054	pmid-27855054.ann	Disease	88	116	leucemia linfoblástica aguda
27855054	pmid-27855054.ann	Disease	158	167	leucemias
27855054	pmid-27855054.ann	Disease	341	350	leucemias
27855054	pmid-27855054.ann	Gene	578	586	TEL-AML1
27855054	pmid-27855054.ann	Gene	588	595	MLL-AF4
27855054	pmid-27855054.ann	Gene	597	610	BCR-ABL menor
27855054	pmid-27855054.ann	Disease	655	683	leucemia aguda linfoblástica
27855054	pmid-27855054.ann	Disease	797	825	leucemia aguda linfoblástica
27855054	pmid-27855054.ann	Gene	890	898	TEL-AML1
27855054	pmid-27855054.ann	Gene	900	907	MLL-AF4
27855054	pmid-27855054.ann	Gene	909	922	BCR-ABL menor
27855054	pmid-27855054.ann	Gene	1124	1132	TEL-AML1
27855054	pmid-27855054.ann	Gene	1143	1150	2A-PBX1
27855054	pmid-27855054.ann	Gene	1180	1187	MLL-AF4
27855054	pmid-27855054.ann	Gene	1190	1203	BCR-ABL menor
27855054	pmid-27855054.ann	Gene	1367	1375	TEL-AML1
28097853	pmid-28097853.ann	Disease	58	114	displasia ectodérmica hipohidrótica autosómica dominante
28097853	pmid-28097853.ann	Disease	130	165	displasia ectodérmica hipohidrótica
28097853	pmid-28097853.ann	Disease	167	170	DEH
28097853	pmid-28097853.ann	Disease	217	284	deficiencia en el desarrollo de estructuras derivadas del ectodermo
28097853	pmid-28097853.ann	Gene	326	329	EDA
28097853	pmid-28097853.ann	Gene	331	335	EDAR
28097853	pmid-28097853.ann	Gene	338	345	EDARADD
28097853	pmid-28097853.ann	Gene	461	462	E
28097853	pmid-28097853.ann	Disease	475	490	DEH ligada al X
28097853	pmid-28097853.ann	Gene	565	569	EDAR
28097853	pmid-28097853.ann	Gene	572	579	EDARADD
28097853	pmid-28097853.ann	Disease	590	593	DEH
28097853	pmid-28097853.ann	Disease	693	703	hipodoncia
28097853	pmid-28097853.ann	Disease	705	717	hipotricosis
28097853	pmid-28097853.ann	Disease	720	724	hipo
28097853	pmid-28097853.ann	Disease	767	778	hipertermia
28097853	pmid-28097853.ann	Disease	831	834	DEH
28097853	pmid-28097853.ann	DNAMutation	937	946	c.1072C>T
28097853	pmid-28097853.ann	Gene	968	972	EDAR
28497441	pmid-28497441.ann	Disease	11	12	I
28497441	pmid-28497441.ann	Disease	13	26	tus criptogen
28497441	pmid-28497441.ann	Disease	55	66	cardiopatia
28497441	pmid-28497441.ann	Disease	69	80	fallo renal
28497441	pmid-28497441.ann	Disease	110	129	enfermedad de Fabry
28497441	pmid-28497441.ann	Disease	137	157	patologia metabolica
28497441	pmid-28497441.ann	Disease	170	191	ligada al cromosoma X
28497441	pmid-28497441.ann	Disease	317	322	ictus
28497441	pmid-28497441.ann	Disease	327	346	hemiparesia derecha
28497441	pmid-28497441.ann	Disease	357	366	disartria
28497441	pmid-28497441.ann	Disease	455	465	angioquera
28497441	pmid-28497441.ann	Disease	542	574	infarto agudo talamico izquierdo
28497441	pmid-28497441.ann	Disease	760	793	hipertrofia ventricular izquierda
28497441	pmid-28497441.ann	Disease	796	800	dila
28497441	pmid-28497441.ann	Disease	807	831	de la auricula izquierda
28497441	pmid-28497441.ann	Disease	963	996	fibrilacion auricular paroxistica
28497441	pmid-28497441.ann	Disease	1147	1166	enfermedad de Fabry
28497441	pmid-28497441.ann	Gene	1194	1214	alfa-galactosidasa-A
28497441	pmid-28497441.ann	Gene	1292	1293	G
28497441	pmid-28497441.ann	Disease	1321	1340	insuficiencia renal
28497441	pmid-28497441.ann	Disease	1343	1364	fibrilacion auricular
